brand,name,seller,reviews_rating_number,reviews_amount,page,old-money,new-money
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4,Por HP ,4.8,(62),10,3.803,3.134
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel® Iris Xe Graphics 256gb Ssd 16gb Ram Windows 11 Home Pls Sl- Ay6z5la#ak4,Por HP ,4.8,(54),10,3.803,3.324
SAMSUNG,"Notebook Samsung Galaxy Book4 Intel® Core i3-1315U (1.2 Ghz, até 4.5GHz, 10 MB L3 Cache), Windows 11 Home, 8GB, 512GB SSD, Placa Gráfica Intel® UHD, 15.6"" Full HD LED, 1.55Kg",Por Mercado Livre ,4.9,(75),10,3.799,2.519
,Notebook Positivo Master Core I5 14' Ram 8gb Hd 1tb,,,,10,1.699,169
ASUS,"Notebook Asus Vivobook 15,6 Fhd I5 12ª 20gb 1tb Nvme Win 11",,4.9,(10),10,4.539,4.175
LENOVO,Notebook Lenovo Thinkbook 14 Intel Core i5 16gb 512gb W11pro,Por Lenovo ,,,10,5.129,492
LENOVO,"Note Lenovo V15 Proc I7 4,7ghz Mem 8gb Ssd 256gb Win 10 Pro",,,,10,4.170,400
LENOVO,Notebook Lenovo T480 Core I5-8ªth 16gb Ssd 240gb Tela Hd Cor Black - Aceitável (Recondicionado),,5.0,(6),10,1.799,172
,Macbook Pro M4 Pro 14  24gb Ram 512ssd A3401 Envio Imediato,,5.0,(6),10,17.680,1.768
ASUS,"Notebook Asus E510ma-br1348ws Intel Celeron Dual Core N4020 1,1 Ghz 4gb Ram 128gb Emmc Led Hd Windows 11 Home + Office 365 Personal Incluso - Rosa",,4.6,(21),10,2.649,264
LENOVO,Notebook Lenovo Legion Slim 5 Intel Core i7 16gb Ram 512gb Ssd 16'' Windows 11,,4.7,(131),10,8.458,812
,"MacBook Air M1 2020 13"" prata 8GB de Ram - 256GB SSD - Apple M - Aceitável (Recondicionado)",Por OTH Produtos ,5.0,(1),10,4.290,429
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,Por HP ,5.0,(1),10,8.177,4.599
,Alienware M18 R2 Fhd+ 480 hz i9-14900HX 64 GB Rtx 4090 4 TB Cor da lua metálica escura,,,,10,38.499,3.700
HP,Notebook Elitebook Hp 840 I5 6300u 16gb Ssd 256gb Win 11,,4.5,(161),10,1.849,184
DELL,Notebook Dell Latitude 5431 Core I5 1250p 16gb 512gb Ssd,,,,10,4.299,3.869
LENOVO,Notebook Lenovo Thinkbook 16 Intel Core I5 16gb 512gb W11,Por Lenovo ,,,10,6.099,5.709
LENOVO,Notebook Lenovo Thinkpad E14 I5 8gb 256gb Ssd Windows 11,,3.6,(7),10,3.999,399
,"MacBook Pro A1989 (2019) 13.3"" prata 8GB de Ram - 512GB SSD - Intel Core i5 - Excelente (Recondicionado)",,,,10,3.999,400
LENOVO,Notebook Ideapad 1 R5 8gb 512gb W11 15.6  82x5000gbr,Por Lenovo ,5.0,(2),10,3.099,2.900
ACER,Notebook Acer Aspire 5 A515 Ryzen 7 5700u 512gb 8gb Ram W11,,4.8,(42),10,4.100,394
ASUS,Notebook Asus Vivobook S14 Core Ultra 7 32gb 1tb Ssd W11,Por Asus ,,,10,11.499,1.149
LENOVO,Notebook Lenovo Thinkpad T480 I5 8a 16gb Ssd 240gb + Brinde,,4.2,(5),10,1.798,1.528
,Notebook Positivo Master N2240 I5-1135g7 8gb Hd256gb W11 Pro,,,,10,2.399,239
ACER,Notebook Acer Aspire 3 A315-510p-34xc 8gb 256gb Ssd,Por TNT Info ,,,10,3.116,311
ASUS,"Notebook Gamer ASUS TUF Gaming F15 FX507VU RTX4050 Core i7 13620H 8Gb Ram 512Gb SSD Linux 15,6"" FHD 144Hz Gray LP151",,5.0,(61),10,8.999,899
,Netbook Escolar Ótimo Pra Estudos Assistir Filmes E Séries,,3.8,(8),10,350,34
LENOVO,Notebook I5 Tela Touch Ssd 256gb 32gb Fhd Hdmi Usb-c Tb3 T14,,5.0,(5),10,3.999,2.799
HP,"Notebook 256-g8 Hp, Intel Core I3, Wh11, 8gb, 256gb Ssd - Excelente (Recondicionado)",,,,10,2.299,229
ASUS,"Notebook ASUS Vivobook Intel Core i5 8GB 256GB SSD KeepOS 15,6"" FHD Icelight Silver - X1502ZA-EJ1761",,4.8,(497),10,3.199,319
,"Notebook 15,6 Pol Intel N95 Gtx1060 8gb Ssd 256gb Windows 11",Por INTERFY ,,,10,3.040,292
ASUS,Notebook Asus Vivobook 15 Intel Core I5 1235u 8gb 512ssd W11,Por Asus ,5.0,(3),10,3.699,3.107
,"MacBook Air 13-inch 13"" starlight 16GB de Ram - 512GB SSD - Apple Chip M3",,,,10,10.990,1.099
LENOVO,Notebook Lenovo V14 G4 Intel Core I5 8gb 256gb Ssd W11 14 ,Por Lenovo ,,,10,3.649,3.419
ASUS,Notebook Asus Zenbook S14 Core Ultra7 258v 32gb 1tb Ssd W11,Por Asus ,3.7,(3),10,14.999,13.919
LENOVO,Notebook Lenovo Ideapad 1-14 Core I5-1235u 12gb 512gb Ssd,,,,10,1.989,198
DELL,Notebook 2 Em 1 Dell Inspiron 2in1-i150u-m50,,,,10,6.100,610
DELL,Notebook Dell Latitude 5280 Core I5 7300u 16gb 256gb Ssd,,,,10,1.899,1.709
,"MacBook Air 13-inch 13"" space gray 8GB de Ram - 256GB SSD - Apple Chip M3",,4.8,(56),10,8.790,879
